ticker,start,end,sentiment_company,industry,sentiment_industry,sentiment,company_name
ABNB,2012-01-01,2012-01-31,0.0,travel-services,-0.04771716995551472,-0.04771716995551472,"Airbnb, Inc."
ABNB,2012-02-01,2012-02-31,0.0,travel-services,-0.20001292324805256,-0.20001292324805256,"Airbnb, Inc."
ABNB,2012-03-01,2012-03-31,0.0,travel-services,-0.19987824470609425,-0.19987824470609425,"Airbnb, Inc."
ABNB,2012-04-01,2012-04-31,0.0,travel-services,0.00024514592194556427,0.00024514592194556427,"Airbnb, Inc."
ABNB,2012-05-01,2012-05-31,0.0,travel-services,0.25007278099656105,0.25007278099656105,"Airbnb, Inc."
ABNB,2012-06-01,2012-06-31,0.0,travel-services,0.9977615305355617,0.9977615305355617,"Airbnb, Inc."
ABNB,2012-07-01,2012-07-31,0.0,travel-services,-0.09106494621797041,-0.09106494621797041,"Airbnb, Inc."
ABNB,2012-08-01,2012-08-31,0.0,travel-services,-0.16670499742031097,-0.16670499742031097,"Airbnb, Inc."
ABNB,2012-09-01,2012-09-31,0.0,travel-services,0.6904681095710168,0.6904681095710168,"Airbnb, Inc."
ABNB,2012-10-01,2012-10-31,0.0,travel-services,0.6963606625795364,0.6963606625795364,"Airbnb, Inc."
ABNB,2012-11-01,2012-11-31,0.0,travel-services,0.462911848227183,0.462911848227183,"Airbnb, Inc."
ABNB,2012-12-01,2012-12-31,0.0,travel-services,0.42714015926633564,0.42714015926633564,"Airbnb, Inc."
ABNB,2013-01-01,2013-01-31,0.0,travel-services,0.18520119327765244,0.18520119327765244,"Airbnb, Inc."
ABNB,2013-02-01,2013-02-31,0.0,travel-services,-0.19729512493784834,-0.19729512493784834,"Airbnb, Inc."
ABNB,2013-03-01,2013-03-31,0.0,travel-services,-0.30890448276813215,-0.30890448276813215,"Airbnb, Inc."
ABNB,2013-04-01,2013-04-31,0.0,travel-services,-0.16047065296480734,-0.16047065296480734,"Airbnb, Inc."
ABNB,2013-05-01,2013-05-31,0.0,travel-services,0.03746374845504761,0.03746374845504761,"Airbnb, Inc."
ABNB,2013-06-01,2013-06-31,0.0,travel-services,-0.2541026435792446,-0.2541026435792446,"Airbnb, Inc."
ABNB,2013-07-01,2013-07-31,0.0,travel-services,0.42942268980873954,0.42942268980873954,"Airbnb, Inc."
ABNB,2013-08-01,2013-08-31,0.0,travel-services,0.48978711664676666,0.48978711664676666,"Airbnb, Inc."
